cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0014HS0052CN000645,Muslims have no place in civilised Europe.,How can you say that about a faith of 1.6 billion people?,Islamophobia,generic,denouncing,25.0,male,Master
ENT1ST0014HS0052CN000645P2,Muslims are not civilised and Europe does not want them.,How can you say that about a faith of 1.6 billion people?,Islamophobia,generic,denouncing,25.0,male,Master
ENT1ST0014HS0052CN000646,Muslims have no place in civilised Europe.,Hatred and discrimination do not either.,Islamophobia,generic,denouncing,22.0,female,Master
ENT1ST0014HS0052CN000646P2,Muslims are not civilised and Europe does not want them.,Hatred and discrimination do not either.,Islamophobia,generic,denouncing,22.0,female,Master
ENT1ST0014HS0052CN000647,Muslims have no place in civilised Europe.,"Why not? 'civilised' Europe could benefit from the diversity and expertise of Muslims here, the mix of cultures here is what makes Europe great.",Islamophobia,generic,positive,21.0,female,Master
ENT1ST0014HS0052CN000647P2,Muslims are not civilised and Europe does not want them.,"Why not? 'civilised' Europe could benefit from the diversity and expertise of Muslims here, the mix of cultures here is what makes Europe great.",Islamophobia,generic,positive,21.0,female,Master
ENT1ST0014HS0052CN000648,Muslims have no place in civilised Europe.,"Muslim, as other human beings, have a right to live whenever they want.",Islamophobia,generic,facts,26.0,female,Bachelor
ENT1ST0014HS0052CN000648P2,Muslims are not civilised and Europe does not want them.,"Muslim, as other human beings, have a right to live whenever they want.",Islamophobia,generic,facts,26.0,female,Bachelor
ENT1ST0014HS0052CN000649,Muslims have no place in civilised Europe.,Muslims contribute much to Europe and have done since the 19th Century.,Islamophobia,generic,facts,28.0,female,Master
ENT1ST0014HS0052CN000649P2,Muslims are not civilised and Europe does not want them.,Muslims contribute much to Europe and have done since the 19th Century.,Islamophobia,generic,facts,28.0,female,Master
ENT1ST0014HS0052CN000650,Muslims have no place in civilised Europe.,There are centuries old Islamic communities in Europe.,Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0052CN000650P2,Muslims are not civilised and Europe does not want them.,There are centuries old Islamic communities in Europe.,Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0052CN000651,Muslims have no place in civilised Europe.,The first universities in Europe were established by Muslims. Muslims are the ones who helped create 'civilized' Europe.,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0052CN000651P2,Muslims are not civilised and Europe does not want them.,The first universities in Europe were established by Muslims. Muslims are the ones who helped create 'civilized' Europe.,Islamophobia,generic,facts,22.0,female,Master
ENT1ST0014HS0052CN000652,Muslims have no place in civilised Europe.,Provide positive news stories about the Muslim community.,Islamophobia,generic,positive,25.0,male,Master
ENT1ST0014HS0052CN000652P2,Muslims are not civilised and Europe does not want them.,Provide positive news stories about the Muslim community.,Islamophobia,generic,positive,25.0,male,Master
ENT1ST0014HS0052CN000653,Muslims have no place in civilised Europe.,"Muslims have been a part of European society for hundreds of years, what is not 'civilised' is your attitude towards them.",Islamophobia,generic,denouncing,21.0,female,Master
ENT1ST0014HS0052CN000653P2,Muslims are not civilised and Europe does not want them.,"Muslims have been a part of European society for hundreds of years, what is not 'civilised' is your attitude towards them.",Islamophobia,generic,denouncing,21.0,female,Master
ENT1ST0014HS0052CN000654,Muslims have no place in civilised Europe.,Muslims have been in Europe since the 6th century and they belong here as much as anyone else.,Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0052CN000654P2,Muslims are not civilised and Europe does not want them.,Muslims have been in Europe since the 6th century and they belong here as much as anyone else.,Islamophobia,generic,facts,25.0,female,Bachelor
ENT1ST0014HS0052CN000655,Muslims have no place in civilised Europe.,It seems like you are against Muslims if you are saying something like this? Why is that?,Islamophobia,generic,question,26.0,female,Bachelor
ENT1ST0014HS0052CN000655P2,Muslims are not civilised and Europe does not want them.,It seems like you are against Muslims if you are saying something like this? Why is that?,Islamophobia,generic,question,26.0,female,Bachelor
ENT1ST0014HS0052CN000656,Muslims have no place in civilised Europe.,"Muslims are peace-loving, law-abiding and hard-working, contributing much to the UK economically and culturally.",Islamophobia,generic,positive,28.0,female,Master
ENT1ST0014HS0052CN000656P2,Muslims are not civilised and Europe does not want them.,"Muslims are peace-loving, law-abiding and hard-working, contributing much to the UK economically and culturally.",Islamophobia,generic,positive,28.0,female,Master
ENT1ST0014HS0052CN000657,Muslims have no place in civilised Europe.,It is not very civilised of you to be intolerant of another religion.,Islamophobia,generic,denouncing,22.0,female,Master
ENT1ST0014HS0052CN000657P2,Muslims are not civilised and Europe does not want them.,It is not very civilised of you to be intolerant of another religion.,Islamophobia,generic,denouncing,22.0,female,Master
ENT1ST0014HS0052CN000658,Muslims have no place in civilised Europe.,"We still use Arabic numbers, maths, medicines, and rely on trade and loans from Islamic countries. Islam is an intricate part of civilization as we know it.",Islamophobia,generic,facts,50.0,male,Bachelor
ENT1ST0014HS0052CN000658P2,Muslims are not civilised and Europe does not want them.,"We still use Arabic numbers, maths, medicines, and rely on trade and loans from Islamic countries. Islam is an intricate part of civilization as we know it.",Islamophobia,generic,facts,50.0,male,Bachelor
ENT1ST0014HS0052CN000659,Muslims have no place in civilised Europe.,"Oh, the same Muslims who contribute more than 31 billion pounds to economy and who give more to charity than other religious groups. Link to MEND factsheet.",Islamophobia,generic,hypocrisy,22.0,female,Master
ENT1ST0014HS0052CN000659P2,Muslims are not civilised and Europe does not want them.,"Oh, the same Muslims who contribute more than 31 billion pounds to economy and who give more to charity than other religious groups. Link to MEND factsheet.",Islamophobia,generic,hypocrisy,22.0,female,Master
ENT1ST0014HS0052CN000660,Muslims have no place in civilised Europe.,I'd rather have a civilisation based on equality and justice where everyone is judge by their merit and not through sweeping generalisations and prejudice.,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0052CN000660P2,Muslims are not civilised and Europe does not want them.,I'd rather have a civilisation based on equality and justice where everyone is judge by their merit and not through sweeping generalisations and prejudice.,Islamophobia,generic,denouncing,50.0,male,Bachelor
ENT1ST0014HS0052CN000661,Muslims have no place in civilised Europe.,"Well most Muslims are here because of our 'civilised' crusades, 'civilised' industrial scale slavery, and 'civilised' pillaging of natural resources and yet the vast majority of Muslims in the UK are proud to be British, work hard and and contribute to the economy.",Islamophobia,generic,"facts , hypocrisy , positive",50.0,male,Bachelor
ENT1ST0014HS0052CN000661P2,Muslims are not civilised and Europe does not want them.,"Well most Muslims are here because of our 'civilised' crusades, 'civilised' industrial scale slavery, and 'civilised' pillaging of natural resources and yet the vast majority of Muslims in the UK are proud to be British, work hard and and contribute to the economy.",Islamophobia,generic,"facts , hypocrisy , positive",50.0,male,Bachelor
ENT1ST0014HS0052CN000662,Muslims have no place in civilised Europe.,"You mean all those doctors, nurses, architects, artists, teachers?",Islamophobia,generic,positive,50.0,male,Bachelor
ENT1ST0014HS0052CN000662P2,Muslims are not civilised and Europe does not want them.,"You mean all those doctors, nurses, architects, artists, teachers?",Islamophobia,generic,positive,50.0,male,Bachelor
ENT1ST0014HS0052CN000663,Muslims have no place in civilised Europe.,"Muslims do have a place in Europe's multicultural society. Unfortunately for you, intolerance doesn't.",Islamophobia,generic,denouncing,21.0,female,Master
ENT1ST0014HS0052CN000663P2,Muslims are not civilised and Europe does not want them.,"Muslims do have a place in Europe's multicultural society. Unfortunately for you, intolerance doesn't.",Islamophobia,generic,denouncing,21.0,female,Master
ENT1ST0014HS0052CN000664,Muslims have no place in civilised Europe.,After world war 2 European governments recruited Muslims to rebuild Europe. There would not be a civilised Europe without Muslims.,Islamophobia,generic,"facts , hypocrisy",22.0,female,Master
ENT1ST0014HS0052CN000664P2,Muslims are not civilised and Europe does not want them.,After world war 2 European governments recruited Muslims to rebuild Europe. There would not be a civilised Europe without Muslims.,Islamophobia,generic,"facts , hypocrisy",22.0,female,Master
